tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
963,40:05.1,56:08.9,3183,Exchange Place,40.7162469,-74.0334588,3212,Christ Hospital,40.73478582,-74.05044364,29537,Subscriber,1963,1
346,02:56.5,08:43.5,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,33569,Subscriber,1985,1
1610,05:19.6,32:10.6,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29520,Customer,1969,0
2550,05:38.1,48:08.9,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,29448,Customer,1969,0
7726,53:21.6,02:08.1,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26211,Customer,1969,0
4753,57:28.7,16:42.5,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29636,Customer,1979,2
177,03:18.7,06:16.2,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29556,Subscriber,1971,2
214,06:53.3,10:28.2,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29250,Subscriber,1955,1
869,26:24.1,40:53.1,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29635,Customer,1988,2
836,26:45.8,40:42.6,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29444,Customer,1982,2
1417,44:28.0,08:06.0,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29256,Customer,1985,1
506,44:30.3,52:56.7,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,26225,Subscriber,1960,1
1439,44:47.8,08:47.1,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,33580,Customer,1988,2
123,46:43.4,48:46.4,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26304,Customer,1972,1
555,16:50.2,26:05.4,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26211,Customer,1994,1
473,45:22.5,53:16.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29459,Customer,1994,1
390,45:54.4,52:24.9,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29579,Customer,1992,2
407,04:31.6,11:18.8,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,33617,Customer,1992,1
401,04:33.8,11:15.2,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29646,Subscriber,1991,2
1226,05:06.6,25:33.1,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26271,Customer,1984,2
1219,05:19.5,25:39.2,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26304,Customer,1983,1
332,21:04.3,26:36.9,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,29444,Subscriber,1986,1
1251,35:50.3,56:42.2,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,33652,Customer,1969,0
1327,36:03.0,58:10.0,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,26288,Customer,1969,0
869,45:04.5,59:34.1,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,29626,Customer,1969,0
864,45:06.5,59:31.3,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,29215,Customer,1969,0
1600,50:41.4,17:21.4,3183,Exchange Place,40.7162469,-74.0334588,3220,5 Corners Library,40.73496102,-74.05950308,33617,Subscriber,1976,1
1843,09:34.4,40:18.3,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29592,Customer,1991,2
1842,09:35.2,40:18.2,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,33675,Customer,1987,2
1824,09:35.6,40:00.1,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29479,Customer,1990,2
1827,09:37.3,40:05.0,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29264,Customer,1990,2
588,13:50.0,23:38.0,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26211,Subscriber,1994,2
175,20:37.5,23:32.6,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,33630,Subscriber,1993,1
1311,21:16.6,43:08.6,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29527,Subscriber,1971,2
384,23:25.1,29:50.0,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,33668,Subscriber,1989,1
154,23:50.5,26:25.4,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29635,Subscriber,1981,1
382,43:00.0,49:22.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29466,Subscriber,1990,1
413,43:00.9,49:54.9,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26264,Subscriber,1961,2
1985,43:19.8,16:25.8,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,26265,Customer,1994,1
1740,06:03.4,35:03.5,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,29445,Subscriber,1966,1
1582,20:28.1,46:50.9,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26285,Subscriber,1969,0
766,30:05.0,42:51.0,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29125,Subscriber,1958,1
141,44:40.0,47:01.2,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29525,Subscriber,1991,1
2450,47:17.0,28:07.7,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,26285,Subscriber,1969,0
725,10:05.3,22:10.5,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29482,Subscriber,1981,1
442,20:50.4,28:13.2,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29276,Customer,1984,1
972,24:04.5,40:16.6,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29278,Subscriber,1958,1
837,06:26.8,20:24.4,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,33665,Customer,1990,1
823,06:27.8,20:11.5,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29541,Subscriber,1991,1
212,24:21.3,27:54.0,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,33597,Subscriber,1988,1
302,51:15.4,56:17.9,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26274,Subscriber,1979,1
565,42:07.1,51:32.5,3183,Exchange Place,40.7162469,-74.0334588,3483,Montgomery St,40.71942,-74.05099,29526,Customer,1981,1
214,15:10.5,18:45.1,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,28025,Subscriber,1991,1
6940,51:46.1,47:26.6,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29579,Subscriber,1939,1
905,02:35.2,17:40.3,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,29555,Customer,1969,0
1609,08:27.3,35:17.2,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29682,Subscriber,1986,2
1427,08:59.8,32:47.4,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29579,Subscriber,1984,1
1234,12:36.6,33:10.9,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29439,Customer,1982,2
3131,16:49.3,09:00.5,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,33573,Customer,1994,1
3132,17:15.9,09:28.3,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29527,Customer,1996,2
263,38:40.0,43:03.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26181,Subscriber,1982,2
1246,40:59.9,01:46.7,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29457,Customer,1969,0
1201,41:30.5,01:31.6,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29552,Customer,1969,0
5986,08:37.9,48:23.9,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29120,Customer,1993,2
5876,10:30.8,48:26.9,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29643,Customer,1992,1
335,36:39.4,42:15.3,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29550,Customer,1982,2
163,27:13.6,29:57.4,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,33604,Subscriber,1971,2
1557,50:41.6,16:39.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,33657,Customer,1969,0
1559,50:47.3,16:47.0,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,33607,Customer,1969,0
718,47:02.0,59:00.1,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26178,Customer,1973,1
215,59:56.8,03:32.7,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29553,Customer,1978,1
1334,01:30.3,23:45.2,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26229,Customer,1985,1
1274,01:55.5,23:10.4,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29662,Customer,1987,2
683,13:46.9,25:10.0,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,26170,Subscriber,1968,1
216,32:37.8,36:14.5,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29269,Subscriber,1972,1
1774,43:39.0,13:13.2,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29791,Customer,1988,1
629,53:35.3,04:05.1,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,33573,Subscriber,1958,1
224,08:10.3,11:55.2,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,26244,Subscriber,1979,1
221,08:13.1,11:55.0,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,29276,Subscriber,1992,2
2830,14:13.7,01:24.3,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29475,Customer,1965,1
1772,18:56.2,48:28.6,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,27226,Customer,1988,1
299,25:32.2,30:31.3,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29284,Subscriber,1982,1
1819,28:29.1,58:48.4,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29505,Subscriber,1985,1
615,38:45.3,49:00.8,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29662,Subscriber,1982,1
596,38:50.9,48:47.6,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29575,Customer,1993,2
973,39:24.9,55:38.7,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,29550,Customer,1988,2
244,42:43.4,46:48.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26253,Subscriber,1993,1
2229,51:51.7,29:01.7,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29635,Subscriber,1969,0
159,53:39.7,56:19.2,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29646,Subscriber,1986,1
647,11:49.5,22:37.4,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,29682,Subscriber,1991,2
621,12:13.7,22:34.9,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,26221,Subscriber,1989,1
318,42:09.4,47:27.5,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29280,Subscriber,1994,1
140,43:33.2,45:53.9,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29442,Subscriber,1981,1
398,25:36.2,32:14.8,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29512,Subscriber,1990,1
69,25:46.8,26:56.1,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29588,Subscriber,1991,1
170,26:43.5,29:33.9,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,33606,Subscriber,1993,1
281,27:39.9,32:21.9,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29608,Subscriber,1991,1
686,49:29.0,00:55.3,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29505,Customer,1969,0
419,17:22.9,24:22.4,3183,Exchange Place,40.7162469,-74.0334588,3270,Jersey & 6th St,40.72528911,-74.04557168,27558,Subscriber,1985,1
2233,32:02.7,09:15.9,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29618,Subscriber,1990,1
2715,24:47.6,10:03.6,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29618,Customer,1969,0
2722,24:53.8,10:16.1,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29588,Customer,1969,0
544,46:26.4,55:30.5,3183,Exchange Place,40.7162469,-74.0334588,3278,Monmouth and 6th,40.72568548,-74.04879034,33006,Subscriber,1991,1
238,02:16.1,06:14.2,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29618,Subscriber,1975,1
122,29:08.4,31:10.7,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,33603,Subscriber,1966,1
161,33:32.5,36:14.3,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,29230,Subscriber,1994,1
395,52:24.5,59:00.2,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,33628,Subscriber,1970,1
338,00:09.9,05:48.2,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29618,Subscriber,1973,1
227,34:23.4,38:10.9,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29618,Subscriber,1958,1
313,36:27.7,41:41.2,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29528,Subscriber,1991,1
259,38:23.7,42:43.1,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26279,Subscriber,1963,1
93,49:02.5,50:36.0,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26229,Subscriber,1963,1
